time_s,rms_value,phasor_magnitude,valid
0.00134,0,0,0
0.00135,0,0,0
0.00136,0,0,0
0.00137,0,0,0
0.00138,0,0,0
0.00139,0,0,0
0.0014,0,0,0
0.00141,0,0,0
0.00142,0,0,0
0.00143,0,0,0
0.00144,0,0,0
0.00145,0,0,0
0.00146,0,0,0
0.00147,0,0,0
0.00148,0,0,0
0.00149,0,0,0
0.0015,0,0,0
0.00151,0,0,0
0.00152,0,0,0
0.00153,0,0,0
0.00154,0,0,0
0.00155,0,0,0
0.00156,0,0,0
0.00157,0,0,0
0.00158,0,0,0
0.00159,0,0,0
0.0016,0,0,0
0.00161,0,0,0
0.00162,0,0,0
0.00163,0,0,0
0.00164,0,0,0
0.00165,0,0,0
0.00166,0,0,0
0.00167,0,0,0
0.00168,0,0,0
0.00169,0,0,0
0.0017,0,0,0
0.00171,0,0,0
0.00172,0,0,0
0.00173,0,0,0
0.00174,0,0,0
0.00175,0,0,0
0.00176,0,0,0
0.00177,0,0,0
0.00178,0,0,0
0.00179,0,0,0
0.0018,0,0,0
0.00181,0,0,0
0.00182,0,0,0
0.00183,0,0,0
0.00184,0,0,0
0.00185,0,0,0
0.00186,0,0,0
0.00187,0,0,0
0.00188,0,0,0
0.00189,0,0,0
0.0019,0,0,0
0.00191,0,0,0
0.00192,0,0,0
0.00193,0,0,0
0.00194,0,0,0
0.00195,0,0,0
0.00196,0,0,0
0.00197,0,0,0
0.00198,0,0,0
0.00199,0,0,0
0.002,0,0,0
0.00201,0,0,0
0.00202,0,0,0
0.00203,0,0,0
0.00204,0,0,0
0.00205,0,0,0
0.00206,0,0,0
0.00207,0,0,0
0.00208,0,0,0
0.00209,0,0,0
0.0021,0,0,0
0.00211,0,0,0
0.00212,0,0,0
0.00213,0,0,0
0.00214,0,0,0
0.00215,0,0,0
0.00216,0,0,0
0.00217,0,0,0
0.00218,0,0,0
0.00219,0,0,0
0.0022,0,0,0
0.00221,0,0,0
0.00222,0,0,0
0.00223,0,0,0
0.00224,0,0,0
0.00225,0,0,0
0.00226,0,0,0
0.00227,0,0,0
0.00228,0,0,0
0.00229,0,0,0
0.0023,0,0,0
0.00231,0,0,0
0.00232,0,0,0
0.00233,0,0,0
0.00234,0,0,0
0.00235,0,0,0
0.00236,0,0,0
0.00237,0,0,0
0.00238,0,0,0
0.00239,0,0,0
0.0024,0,0,0
0.00241,0,0,0
0.00242,0,0,0
0.00243,0,0,0
0.00244,0,0,0
0.00245,0,0,0
0.00246,0,0,0
0.00247,0,0,0
0.00248,0,0,0
0.00249,0,0,0
0.0025,0,0,0
0.00251,0,0,0
0.00252,0,0,0
0.00253,0,0,0
0.00254,0,0,0
0.00255,0,0,0
0.00256,0,0,0
0.00257,0,0,0
0.00258,0,0,0
0.00259,0,0,0
0.0026,0,0,0
0.00261,0,0,0
0.00262,0,0,0
0.00263,0,0,0
0.00264,0,0,0
0.00265,0,0,0
0.00266,0,0,0
0.00267,0,0,0
0.00268,0,0,0
0.00269,0,0,0
0.0027,0,0,0
0.00271,0,0,0
0.00272,0,0,0
0.00273,0,0,0
0.00274,0,0,0
0.00275,0,0,0
0.00276,0,0,0
0.00277,0,0,0
0.00278,0,0,0
0.00279,0,0,0
0.0028,0,0,0
0.00281,0,0,0
0.00282,0,0,0
0.00283,0,0,0
0.00284,0,0,0
0.00285,0,0,0
0.00286,0,0,0
0.00287,0,0,0
0.00288,0,0,0
0.00289,0,0,0
0.0029,0,0,0
0.00291,0,0,0
0.00292,0,0,0
0.00293,0,0,0
0.00294,0,0,0
0.00295,0,0,0
0.00296,0,0,0
0.00297,0,0,0
0.00298,0,0,0
0.00299,0,0,0
0.003,0,0,0
0.00301,0,0,0
0.00302,0,0,0
0.00303,0,0,0
0.00304,0,0,0
0.00305,0,0,0
0.00306,0,0,0
0.00307,0,0,0
0.00308,0,0,0
0.00309,0,0,0
0.0031,0,0,0
0.00311,0,0,0
0.00312,0,0,0
0.00313,0,0,0
0.00314,0,0,0
0.00315,0,0,0
0.00316,0,0,0
0.00317,0,0,0
0.00318,0,0,0
0.00319,0,0,0
0.0032,0,0,0
0.00321,0,0,0
0.00322,0,0,0
0.00323,0,0,0
0.00324,0,0,0
0.00325,0,0,0
0.00326,0,0,0
0.00327,0,0,0
0.00328,0,0,0
0.00329,0,0,0
0.0033,0,0,0
0.00331,0,0,0
0.00332,0,0,0
0.00333,0,0,0
0.00334,0,0,0
0.00335,0,0,0
0.00336,0,0,0
0.00337,0,0,0
0.00338,0,0,0
0.00339,0,0,0
0.0034,0,0,0
0.00341,0,0,0
0.00342,0,0,0
0.00343,0,0,0
0.00344,0,0,0
0.00345,0,0,0
0.00346,0,0,0
0.00347,0,0,0
0.00348,0,0,0
0.00349,0,0,0
0.0035,0,0,0
0.00351,0,0,0
0.00352,0,0,0
0.00353,0,0,0
0.00354,0,0,0
0.00355,0,0,0
0.00356,0,0,0
0.00357,0,0,0
0.00358,0,0,0
0.00359,0,0,0
0.0036,0,0,0
0.00361,0,0,0
0.00362,0,0,0
0.00363,0,0,0
0.00364,0,0,0
0.00365,0,0,0
0.00366,0,0,0
0.00367,0,0,0
0.00368,0,0,0
0.00369,0,0,0
0.0037,0,0,0
0.00371,0,0,0
0.00372,0,0,0
0.00373,0,0,0
0.00374,0,0,0
0.00375,0,0,0
0.00376,0,0,0
0.00377,0,0,0
0.00378,0,0,0
0.00379,0,0,0
0.0038,0,0,0
0.00381,0,0,0
0.00382,0,0,0
0.00383,0,0,0
0.00384,0,0,0
0.00385,0,0,0
0.00386,0,0,0
0.00387,0,0,0
0.00388,0,0,0
0.00389,0,0,0
0.0039,0,0,0
0.00391,0,0,0
0.00392,0,0,0
0.00393,0,0,0
0.00394,0,0,0
0.00395,0,0,0
0.00396,0,0,0
0.00397,0,0,0
0.00398,0,0,0
0.00399,0,0,0
0.004,0,0,0
0.00401,0,0,0
0.00402,0,0,0
0.00403,0,0,0
0.00404,0,0,0
0.00405,0.55336831671,0.641398480558,1
0.00406,0.55336831671,0.641398480558,1
0.00407,0.55336831671,0.641398480558,1
0.00408,0.55336831671,0.641398480558,1
0.00409,0.55336831671,0.641398480558,1
0.0041,0.562664626974,0.656185326183,1
0.00411,0.562664626974,0.656185326183,1
0.00412,0.562664626974,0.656185326183,1
0.00413,0.562664626974,0.656185326183,1
0.00414,0.562664626974,0.656185326183,1
0.00415,0.571933136498,0.671020615281,1
0.00416,0.571933136498,0.671020615281,1
0.00417,0.571933136498,0.671020615281,1
0.00418,0.571933136498,0.671020615281,1
0.00419,0.571933136498,0.671020615281,1
0.0042,0.581171317029,0.685874616808,1
0.00421,0.581171317029,0.685874616808,1
0.00422,0.581171317029,0.685874616808,1
0.00423,0.581171317029,0.685874616808,1
0.00424,0.581171317029,0.685874616808,1
0.00425,0.59037630233,0.700721024461,1
0.00426,0.59037630233,0.700721024461,1
0.00427,0.59037630233,0.700721024461,1
0.00428,0.59037630233,0.700721024461,1
0.00429,0.59037630233,0.700721024461,1
0.0043,0.599544803201,0.71553649916,1
0.00431,0.599544803201,0.71553649916,1
0.00432,0.599544803201,0.71553649916,1
0.00433,0.599544803201,0.71553649916,1
0.00434,0.599544803201,0.71553649916,1
0.00435,0.608673101754,0.730300278021,1
0.00436,0.608673101754,0.730300278021,1
0.00437,0.608673101754,0.730300278021,1
0.00438,0.608673101754,0.730300278021,1
0.00439,0.608673101754,0.730300278021,1
0.0044,0.617757090239,0.744993838434,1
0.00441,0.617757090239,0.744993838434,1
0.00442,0.617757090239,0.744993838434,1
0.00443,0.617757090239,0.744993838434,1
0.00444,0.617757090239,0.744993838434,1
0.00445,0.626792332106,0.759600608344,1
0.00446,0.626792332106,0.759600608344,1
0.00447,0.626792332106,0.759600608344,1
0.00448,0.626792332106,0.759600608344,1
0.00449,0.626792332106,0.759600608344,1
0.0045,0.635774131302,0.774105715725,1
0.00451,0.635774131302,0.774105715725,1
0.00452,0.635774131302,0.774105715725,1
0.00453,0.635774131302,0.774105715725,1
0.00454,0.635774131302,0.774105715725,1
0.00455,0.644697601399,0.78849577152,1
0.00456,0.644697601399,0.78849577152,1
0.00457,0.644697601399,0.78849577152,1
0.00458,0.644697601399,0.78849577152,1
0.00459,0.644697601399,0.78849577152,1
0.0046,0.653557729796,0.802758681381,1
0.00461,0.653557729796,0.802758681381,1
0.00462,0.653557729796,0.802758681381,1
0.00463,0.653557729796,0.802758681381,1
0.00464,0.653557729796,0.802758681381,1
0.00465,0.662349434604,0.816883482269,1
0.00466,0.662349434604,0.816883482269,1
0.00467,0.662349434604,0.816883482269,1
0.00468,0.662349434604,0.816883482269,1
0.00469,0.662349434604,0.816883482269,1
0.0047,0.671067613343,0.830860200604,1
0.00471,0.671067613343,0.830860200604,1
0.00472,0.671067613343,0.830860200604,1
0.00473,0.671067613343,0.830860200604,1
0.00474,0.671067613343,0.830860200604,1
0.00475,0.679707183435,0.844679729124,1
0.00476,0.679707183435,0.844679729124,1
0.00477,0.679707183435,0.844679729124,1
0.00478,0.679707183435,0.844679729124,1
0.00479,0.679707183435,0.844679729124,1
0.0048,0.688263115057,0.858333719998,1
0.00481,0.688263115057,0.858333719998,1
0.00482,0.688263115057,0.858333719998,1
0.00483,0.688263115057,0.858333719998,1
0.00484,0.688263115057,0.858333719998,1
0.00485,0.696730457106,0.871814492102,1
0.00486,0.696730457106,0.871814492102,1
0.00487,0.696730457106,0.871814492102,1
0.00488,0.696730457106,0.871814492102,1
0.00489,0.696730457106,0.871814492102,1
0.0049,0.705104357201,0.885114950597,1
0.00491,0.705104357201,0.885114950597,1
0.00492,0.705104357201,0.885114950597,1
0.00493,0.705104357201,0.885114950597,1
0.00494,0.705104357201,0.885114950597,1
0.00495,0.713380076601,0.898228517221,1
0.00496,0.713380076601,0.898228517221,1
0.00497,0.713380076601,0.898228517221,1
0.00498,0.713380076601,0.898228517221,1
0.00499,0.713380076601,0.898228517221,1
0.005,0.721553000901,0.911149069902,1
0.00501,0.721553000901,0.911149069902,1
0.00502,0.721553000901,0.911149069902,1
0.00503,0.721553000901,0.911149069902,1
0.00504,0.721553000901,0.911149069902,1
0.00505,0.729618647255,0.923870890469,1
0.00506,0.729618647255,0.923870890469,1
0.00507,0.729618647255,0.923870890469,1
0.00508,0.729618647255,0.923870890469,1
0.00509,0.729618647255,0.923870890469,1
0.0051,0.737482087774,0.936304646121,1
0.00511,0.737482087774,0.936304646121,1
0.00512,0.737482087774,0.936304646121,1
0.00513,0.737482087774,0.936304646121,1
0.00514,0.737482087774,0.936304646121,1
0.00515,0.744423519534,0.947753468499,1
0.00516,0.744423519534,0.947753468499,1
0.00517,0.744423519534,0.947753468499,1
0.00518,0.744423519534,0.947753468499,1
0.00519,0.744423519534,0.947753468499,1
0.0052,0.750608866339,0.958323830574,1
0.00521,0.750608866339,0.958323830574,1
0.00522,0.750608866339,0.958323830574,1
0.00523,0.750608866339,0.958323830574,1
0.00524,0.750608866339,0.958323830574,1
0.00525,0.756166596849,0.968106484372,1
0.00526,0.756166596849,0.968106484372,1
0.00527,0.756166596849,0.968106484372,1
0.00528,0.756166596849,0.968106484372,1
0.00529,0.756166596849,0.968106484372,1
0.0053,0.761196977014,0.97717868323,1
0.00531,0.761196977014,0.97717868323,1
0.00532,0.761196977014,0.97717868323,1
0.00533,0.761196977014,0.97717868323,1
0.00534,0.761196977014,0.97717868323,1
0.00535,0.765778803206,0.985606116127,1
0.00536,0.765778803206,0.985606116127,1
0.00537,0.765778803206,0.985606116127,1
0.00538,0.765778803206,0.985606116127,1
0.00539,0.765778803206,0.985606116127,1
0.0054,0.769974364071,0.9934445835,1
0.00541,0.769974364071,0.9934445835,1
0.00542,0.769974364071,0.9934445835,1
0.00543,0.769974364071,0.9934445835,1
0.00544,0.769974364071,0.9934445835,1
0.00545,0.773833138764,1.00074144387,1
0.00546,0.773833138764,1.00074144387,1
0.00547,0.773833138764,1.00074144387,1
0.00548,0.773833138764,1.00074144387,1
0.00549,0.773833138764,1.00074144387,1
0.0055,0.777394582211,1.00753685908,1
0.00551,0.777394582211,1.00753685908,1
0.00552,0.777394582211,1.00753685908,1
0.00553,0.777394582211,1.00753685908,1
0.00554,0.777394582211,1.00753685908,1
0.00555,0.780690243312,1.01386486382,1
0.00556,0.780690243312,1.01386486382,1
0.00557,0.780690243312,1.01386486382,1
0.00558,0.780690243312,1.01386486382,1
0.00559,0.780690243312,1.01386486382,1
0.0056,0.783745390705,1.0197542825,1
0.00561,0.783745390705,1.0197542825,1
0.00562,0.783745390705,1.0197542825,1
0.00563,0.783745390705,1.0197542825,1
0.00564,0.783745390705,1.0197542825,1
0.00565,0.786580271523,1.02522951417,1
0.00566,0.786580271523,1.02522951417,1
0.00567,0.786580271523,1.02522951417,1
0.00568,0.786580271523,1.02522951417,1
0.00569,0.786580271523,1.02522951417,1
0.0057,0.789211094119,1.03031120357,1
0.00571,0.789211094119,1.03031120357,1
0.00572,0.789211094119,1.03031120357,1
0.00573,0.789211094119,1.03031120357,1
0.00574,0.789211094119,1.03031120357,1
0.00575,0.79165080138,1.03501681429,1
0.00576,0.79165080138,1.03501681429,1
0.00577,0.79165080138,1.03501681429,1
0.00578,0.79165080138,1.03501681429,1
0.00579,0.79165080138,1.03501681429,1
0.0058,0.793909683802,1.03936111786,1
0.00581,0.793909683802,1.03936111786,1
0.00582,0.793909683802,1.03936111786,1
0.00583,0.793909683802,1.03936111786,1
0.00584,0.793909683802,1.03936111786,1
0.00585,0.795995868964,1.04335661075,1
0.00586,0.795995868964,1.04335661075,1
0.00587,0.795995868964,1.04335661075,1
0.00588,0.795995868964,1.04335661075,1
0.00589,0.795995868964,1.04335661075,1
0.0059,0.797915714868,1.04701386979,1
0.00591,0.797915714868,1.04701386979,1
0.00592,0.797915714868,1.04701386979,1
0.00593,0.797915714868,1.04701386979,1
0.00594,0.797915714868,1.04701386979,1
0.00595,0.799674127952,1.05034185477,1
0.00596,0.799674127952,1.05034185477,1
0.00597,0.799674127952,1.05034185477,1
0.00598,0.799674127952,1.05034185477,1
0.00599,0.799674127952,1.05034185477,1
0.006,0.801274821613,1.05334816607,1
0.00601,0.801274821613,1.05334816607,1
0.00602,0.801274821613,1.05334816607,1
0.00603,0.801274821613,1.05334816607,1
0.00604,0.801274821613,1.05334816607,1
0.00605,0.802720527431,1.0560392638,1
0.00606,0.802720527431,1.0560392638,1
0.00607,0.802720527431,1.0560392638,1
0.00608,0.802720527431,1.0560392638,1
0.00609,0.802720527431,1.0560392638,1
0.0061,0.804013168502,1.05842065423,1
0.00611,0.804013168502,1.05842065423,1
0.00612,0.804013168502,1.05842065423,1
0.00613,0.804013168502,1.05842065423,1
0.00614,0.804013168502,1.05842065423,1
0.00615,0.805154002256,1.06049704816,1
0.00616,0.805154002256,1.06049704816,1
0.00617,0.805154002256,1.06049704816,1
0.00618,0.805154002256,1.06049704816,1
0.00619,0.805154002256,1.06049704816,1
0.0062,0.806143738514,1.06227249562,1
0.00621,0.806143738514,1.06227249562,1
0.00622,0.806143738514,1.06227249562,1
0.00623,0.806143738514,1.06227249562,1
0.00624,0.806143738514,1.06227249562,1
0.00625,0.806982637371,1.06375050018,1
0.00626,0.806982637371,1.06375050018,1
0.00627,0.806982637371,1.06375050018,1
0.00628,0.806982637371,1.06375050018,1
0.00629,0.806982637371,1.06375050018,1
0.0063,0.807670590548,1.06493411606,1
0.00631,0.807670590548,1.06493411606,1
0.00632,0.807670590548,1.06493411606,1
0.00633,0.807670590548,1.06493411606,1
0.00634,0.807670590548,1.06493411606,1
0.00635,0.808207189122,1.06582603052,1
0.00636,0.808207189122,1.06582603052,1
0.00637,0.808207189122,1.06582603052,1
0.00638,0.808207189122,1.06582603052,1
0.00639,0.808207189122,1.06582603052,1
0.0064,0.808591780009,1.06642863376,1
0.00641,0.808591780009,1.06642863376,1
0.00642,0.808591780009,1.06642863376,1
0.00643,0.808591780009,1.06642863376,1
0.00644,0.808591780009,1.06642863376,1
0.00645,0.808823513105,1.06674407822,1
0.00646,0.808823513105,1.06674407822,1
0.00647,0.808823513105,1.06674407822,1
0.00648,0.808823513105,1.06674407822,1
0.00649,0.808823513105,1.06674407822,1
0.0065,0.808901380641,1.06677432875,1
0.00651,0.808901380641,1.06677432875,1
0.00652,0.808901380641,1.06677432875,1
0.00653,0.808901380641,1.06677432875,1
0.00654,0.808901380641,1.06677432875,1
0.00655,0.808824250051,1.06652120518,1
0.00656,0.808824250051,1.06652120518,1
0.00657,0.808824250051,1.06652120518,1
0.00658,0.808824250051,1.06652120518,1
0.00659,0.808824250051,1.06652120518,1
0.0066,0.808590891382,1.06598641834,1
0.00661,0.808590891382,1.06598641834,1
0.00662,0.808590891382,1.06598641834,1
0.00663,0.808590891382,1.06598641834,1
0.00664,0.808590891382,1.06598641834,1
0.00665,0.808200000141,1.06517160042,1
0.00666,0.808200000141,1.06517160042,1
0.00667,0.808200000141,1.06517160042,1
0.00668,0.808200000141,1.06517160042,1
0.00669,0.808200000141,1.06517160042,1
0.0067,0.807650216285,1.06407833078,1
0.00671,0.807650216285,1.06407833078,1
0.00672,0.807650216285,1.06407833078,1
0.00673,0.807650216285,1.06407833078,1
0.00674,0.807650216285,1.06407833078,1
0.00675,0.806940139963,1.06270815755,1
0.00676,0.806940139963,1.06270815755,1
0.00677,0.806940139963,1.06270815755,1
0.00678,0.806940139963,1.06270815755,1
0.00679,0.806940139963,1.06270815755,1
0.0068,0.80606834451,1.06106261602,1
0.00681,0.80606834451,1.06106261602,1
0.00682,0.80606834451,1.06106261602,1
0.00683,0.80606834451,1.06106261602,1
0.00684,0.80606834451,1.06106261602,1
0.00685,0.805033387105,1.05914324392,1
0.00686,0.805033387105,1.05914324392,1
0.00687,0.805033387105,1.05914324392,1
0.00688,0.805033387105,1.05914324392,1
0.00689,0.805033387105,1.05914324392,1
0.0069,0.80383381745,1.05695159441,1
0.00691,0.80383381745,1.05695159441,1
0.00692,0.80383381745,1.05695159441,1
0.00693,0.80383381745,1.05695159441,1
0.00694,0.80383381745,1.05695159441,1
0.00695,0.802468184763,1.05448924689,1
0.00696,0.802468184763,1.05448924689,1
0.00697,0.802468184763,1.05448924689,1
0.00698,0.802468184763,1.05448924689,1
0.00699,0.802468184763,1.05448924689,1
0.007,0.80093504332,1.05175781602,1
0.00701,0.80093504332,1.05175781602,1
0.00702,0.80093504332,1.05175781602,1
0.00703,0.80093504332,1.05175781602,1
0.00704,0.80093504332,1.05175781602,1
0.00705,0.799232956759,1.04875895928,1
0.00706,0.799232956759,1.04875895928,1
0.00707,0.799232956759,1.04875895928,1
0.00708,0.799232956759,1.04875895928,1
0.00709,0.799232956759,1.04875895928,1
0.0071,0.797360501322,1.04549438322,1
0.00711,0.797360501322,1.04549438322,1
0.00712,0.797360501322,1.04549438322,1
0.00713,0.797360501322,1.04549438322,1
0.00714,0.797360501322,1.04549438322,1
0.00715,0.795316268162,1.04196584861,1
0.00716,0.795316268162,1.04196584861,1
0.00717,0.795316268162,1.04196584861,1
0.00718,0.795316268162,1.04196584861,1
0.00719,0.795316268162,1.04196584861,1
0.0072,0.793098864847,1.03817517467,1
0.00721,0.793098864847,1.03817517467,1
0.00722,0.793098864847,1.03817517467,1
0.00723,0.793098864847,1.03817517467,1
0.00724,0.793098864847,1.03817517467,1
0.00725,0.790706916156,1.03412424252,1
0.00726,0.790706916156,1.03412424252,1
0.00727,0.790706916156,1.03412424252,1
0.00728,0.790706916156,1.03412424252,1
0.00729,0.790706916156,1.03412424252,1
0.0073,0.788139064241,1.02981499796,1
0.00731,0.788139064241,1.02981499796,1
0.00732,0.788139064241,1.02981499796,1
0.00733,0.788139064241,1.02981499796,1
0.00734,0.788139064241,1.02981499796,1
0.00735,0.785393968228,1.02524945367,1
0.00736,0.785393968228,1.02524945367,1
0.00737,0.785393968228,1.02524945367,1
0.00738,0.785393968228,1.02524945367,1
0.00739,0.785393968228,1.02524945367,1
0.0074,0.782470303305,1.02042969096,1
0.00741,0.782470303305,1.02042969096,1
0.00742,0.782470303305,1.02042969096,1
0.00743,0.782470303305,1.02042969096,1
0.00744,0.782470303305,1.02042969096,1
0.00745,0.779366759344,1.01535786108,1
0.00746,0.779366759344,1.01535786108,1
0.00747,0.779366759344,1.01535786108,1
0.00748,0.779366759344,1.01535786108,1
0.00749,0.779366759344,1.01535786108,1
0.0075,0.776082039068,1.01003618619,1
0.00751,0.776082039068,1.01003618619,1
0.00752,0.776082039068,1.01003618619,1
0.00753,0.776082039068,1.01003618619,1
0.00754,0.776082039068,1.01003618619,1
0.00755,0.772614855815,1.00446696004,1
0.00756,0.772614855815,1.00446696004,1
0.00757,0.772614855815,1.00446696004,1
0.00758,0.772614855815,1.00446696004,1
0.00759,0.772614855815,1.00446696004,1
0.0076,0.768963930887,0.998652548424,1
0.00761,0.768963930887,0.998652548424,1
0.00762,0.768963930887,0.998652548424,1
0.00763,0.768963930887,0.998652548424,1
0.00764,0.768963930887,0.998652548424,1
0.00765,0.765127990499,0.992595389401,1
0.00766,0.765127990499,0.992595389401,1
0.00767,0.765127990499,0.992595389401,1
0.00768,0.765127990499,0.992595389401,1
0.00769,0.765127990499,0.992595389401,1
0.0077,0.76110576233,0.986297993333,1
0.00771,0.76110576233,0.986297993333,1
0.00772,0.76110576233,0.986297993333,1
0.00773,0.76110576233,0.986297993333,1
0.00774,0.76110576233,0.986297993333,1
0.00775,0.756895971665,0.979762942799,1
0.00776,0.756895971665,0.979762942799,1
0.00777,0.756895971665,0.979762942799,1
0.00778,0.756895971665,0.979762942799,1
0.00779,0.756895971665,0.979762942799,1
0.0078,0.752497337109,0.972992892371,1
0.00781,0.752497337109,0.972992892371,1
0.00782,0.752497337109,0.972992892371,1
0.00783,0.752497337109,0.972992892371,1
0.00784,0.752497337109,0.972992892371,1
0.00785,0.747908565865,0.96599056829,1
0.00786,0.747908565865,0.96599056829,1
0.00787,0.747908565865,0.96599056829,1
0.00788,0.747908565865,0.96599056829,1
0.00789,0.747908565865,0.96599056829,1
0.0079,0.743128348529,0.958758768058,1
0.00791,0.743128348529,0.958758768058,1
0.00792,0.743128348529,0.958758768058,1
0.00793,0.743128348529,0.958758768058,1
0.00794,0.743128348529,0.958758768058,1
0.00795,0.738155353391,0.951300359962,1
0.00796,0.738155353391,0.951300359962,1
0.00797,0.738155353391,0.951300359962,1
0.00798,0.738155353391,0.951300359962,1
0.00799,0.738155353391,0.951300359962,1
0.008,0.732988220178,0.943618282538,1
0.00801,0.732988220178,0.943618282538,1
0.00802,0.732988220178,0.943618282538,1
0.00803,0.732988220178,0.943618282538,1
0.00804,0.732988220178,0.943618282538,1
0.00805,0.7276255532,0.935715543997,1
0.00806,0.7276255532,0.935715543997,1
0.00807,0.7276255532,0.935715543997,1
0.00808,0.7276255532,0.935715543997,1
0.00809,0.7276255532,0.935715543997,1
0.0081,0.722065913839,0.927595221616,1
0.00811,0.722065913839,0.927595221616,1
0.00812,0.722065913839,0.927595221616,1
0.00813,0.722065913839,0.927595221616,1
0.00814,0.722065913839,0.927595221616,1
0.00815,0.716307812304,0.919260461105,1
0.00816,0.716307812304,0.919260461105,1
0.00817,0.716307812304,0.919260461105,1
0.00818,0.716307812304,0.919260461105,1
0.00819,0.716307812304,0.919260461105,1
0.0082,0.710349698588,0.910714475964,1
0.00821,0.710349698588,0.910714475964,1
0.00822,0.710349698588,0.910714475964,1
0.00823,0.710349698588,0.910714475964,1
0.00824,0.710349698588,0.910714475964,1
0.00825,0.704189952501,0.901960546826,1
0.00826,0.704189952501,0.901960546826,1
0.00827,0.704189952501,0.901960546826,1
0.00828,0.704189952501,0.901960546826,1
0.00829,0.704189952501,0.901960546826,1
0.0083,0.697826872708,0.893002020811,1
0.00831,0.697826872708,0.893002020811,1
0.00832,0.697826872708,0.893002020811,1
0.00833,0.697826872708,0.893002020811,1
0.00834,0.697826872708,0.893002020811,1
0.00835,0.691258664616,0.883842310883,1
0.00836,0.691258664616,0.883842310883,1
0.00837,0.691258664616,0.883842310883,1
0.00838,0.691258664616,0.883842310883,1
0.00839,0.691258664616,0.883842310883,1
0.0084,0.684483426968,0.874484895229,1
0.00841,0.684483426968,0.874484895229,1
0.00842,0.684483426968,0.874484895229,1
0.00843,0.684483426968,0.874484895229,1
0.00844,0.684483426968,0.874484895229,1
0.00845,0.677499136981,0.864933316649,1
0.00846,0.677499136981,0.864933316649,1
0.00847,0.677499136981,0.864933316649,1
0.00848,0.677499136981,0.864933316649,1
0.00849,0.677499136981,0.864933316649,1
0.0085,0.670303633817,0.855191181998,1
0.00851,0.670303633817,0.855191181998,1
0.00852,0.670303633817,0.855191181998,1
0.00853,0.670303633817,0.855191181998,1
0.00854,0.670303633817,0.855191181998,1
0.00855,0.662894600154,0.845262161643,1
0.00856,0.662894600154,0.845262161643,1
0.00857,0.662894600154,0.845262161643,1
