time_s,rms_value,phasor_magnitude,valid
0.00134,0,0,0
0.00135,0,0,0
0.00136,0,0,0
0.00137,0,0,0
0.00138,0,0,0
0.00139,0,0,0
0.0014,0,0,0
0.00141,0,0,0
0.00142,0,0,0
0.00143,0,0,0
0.00144,0,0,0
0.00145,0,0,0
0.00146,0,0,0
0.00147,0,0,0
0.00148,0,0,0
0.00149,0,0,0
0.0015,0,0,0
0.00151,0,0,0
0.00152,0,0,0
0.00153,0,0,0
0.00154,0,0,0
0.00155,0,0,0
0.00156,0,0,0
0.00157,0,0,0
0.00158,0,0,0
0.00159,0,0,0
0.0016,0,0,0
0.00161,0,0,0
0.00162,0,0,0
0.00163,0,0,0
0.00164,0,0,0
0.00165,0,0,0
0.00166,0,0,0
0.00167,0,0,0
0.00168,0,0,0
0.00169,0,0,0
0.0017,0,0,0
0.00171,0,0,0
0.00172,0,0,0
0.00173,0,0,0
0.00174,0,0,0
0.00175,0,0,0
0.00176,0,0,0
0.00177,0,0,0
0.00178,0,0,0
0.00179,0,0,0
0.0018,0,0,0
0.00181,0,0,0
0.00182,0,0,0
0.00183,0,0,0
0.00184,0,0,0
0.00185,0,0,0
0.00186,0,0,0
0.00187,0,0,0
0.00188,0,0,0
0.00189,0,0,0
0.0019,0,0,0
0.00191,0,0,0
0.00192,0,0,0
0.00193,0,0,0
0.00194,0,0,0
0.00195,0,0,0
0.00196,0,0,0
0.00197,0,0,0
0.00198,0,0,0
0.00199,0,0,0
0.002,0,0,0
0.00201,0,0,0
0.00202,0,0,0
0.00203,0,0,0
0.00204,0,0,0
0.00205,0,0,0
0.00206,0,0,0
0.00207,0,0,0
0.00208,0,0,0
0.00209,0,0,0
0.0021,0,0,0
0.00211,0,0,0
0.00212,0,0,0
0.00213,0,0,0
0.00214,0,0,0
0.00215,0,0,0
0.00216,0,0,0
0.00217,0,0,0
0.00218,0,0,0
0.00219,0,0,0
0.0022,0,0,0
0.00221,0,0,0
0.00222,0,0,0
0.00223,0,0,0
0.00224,0,0,0
0.00225,0,0,0
0.00226,0,0,0
0.00227,0,0,0
0.00228,0,0,0
0.00229,0,0,0
0.0023,0,0,0
0.00231,0,0,0
0.00232,0,0,0
0.00233,0,0,0
0.00234,0,0,0
0.00235,0,0,0
0.00236,0,0,0
0.00237,0,0,0
0.00238,0,0,0
0.00239,0,0,0
0.0024,0,0,0
0.00241,0,0,0
0.00242,0,0,0
0.00243,0,0,0
0.00244,0,0,0
0.00245,0,0,0
0.00246,0,0,0
0.00247,0,0,0
0.00248,0,0,0
0.00249,0,0,0
0.0025,0,0,0
0.00251,0,0,0
0.00252,0,0,0
0.00253,0,0,0
0.00254,0,0,0
0.00255,0,0,0
0.00256,0,0,0
0.00257,0,0,0
0.00258,0,0,0
0.00259,0,0,0
0.0026,0,0,0
0.00261,0,0,0
0.00262,0,0,0
0.00263,0,0,0
0.00264,0,0,0
0.00265,0,0,0
0.00266,0,0,0
0.00267,0,0,0
0.00268,0,0,0
0.00269,0,0,0
0.0027,0,0,0
0.00271,0,0,0
0.00272,0,0,0
0.00273,0,0,0
0.00274,0,0,0
0.00275,0,0,0
0.00276,0,0,0
0.00277,0,0,0
0.00278,0,0,0
0.00279,0,0,0
0.0028,0,0,0
0.00281,0,0,0
0.00282,0,0,0
0.00283,0,0,0
0.00284,0,0,0
0.00285,0,0,0
0.00286,0,0,0
0.00287,0,0,0
0.00288,0,0,0
0.00289,0,0,0
0.0029,0,0,0
0.00291,0,0,0
0.00292,0,0,0
0.00293,0,0,0
0.00294,0,0,0
0.00295,0,0,0
0.00296,0,0,0
0.00297,0,0,0
0.00298,0,0,0
0.00299,0,0,0
0.003,0,0,0
0.00301,0,0,0
0.00302,0,0,0
0.00303,0,0,0
0.00304,0,0,0
0.00305,0,0,0
0.00306,0,0,0
0.00307,0,0,0
0.00308,0,0,0
0.00309,0,0,0
0.0031,0,0,0
0.00311,0,0,0
0.00312,0,0,0
0.00313,0,0,0
0.00314,0,0,0
0.00315,0,0,0
0.00316,0,0,0
0.00317,0,0,0
0.00318,0,0,0
0.00319,0,0,0
0.0032,0,0,0
0.00321,0,0,0
0.00322,0,0,0
0.00323,0,0,0
0.00324,0,0,0
0.00325,0,0,0
0.00326,0,0,0
0.00327,0,0,0
0.00328,0,0,0
0.00329,0,0,0
0.0033,0,0,0
0.00331,0,0,0
0.00332,0,0,0
0.00333,0,0,0
0.00334,0,0,0
0.00335,0,0,0
0.00336,0,0,0
0.00337,0,0,0
0.00338,0,0,0
0.00339,0,0,0
0.0034,0,0,0
0.00341,0,0,0
0.00342,0,0,0
0.00343,0,0,0
0.00344,0,0,0
0.00345,0,0,0
0.00346,0,0,0
0.00347,0,0,0
0.00348,0,0,0
0.00349,0,0,0
0.0035,0,0,0
0.00351,0,0,0
0.00352,0,0,0
0.00353,0,0,0
0.00354,0,0,0
0.00355,0,0,0
0.00356,0,0,0
0.00357,0,0,0
0.00358,0,0,0
0.00359,0,0,0
0.0036,0,0,0
0.00361,0,0,0
0.00362,0,0,0
0.00363,0,0,0
0.00364,0,0,0
0.00365,0,0,0
0.00366,0,0,0
0.00367,0,0,0
0.00368,0,0,0
0.00369,0,0,0
0.0037,0,0,0
0.00371,0,0,0
0.00372,0,0,0
0.00373,0,0,0
0.00374,0,0,0
0.00375,0,0,0
0.00376,0,0,0
0.00377,0,0,0
0.00378,0,0,0
0.00379,0,0,0
0.0038,0,0,0
0.00381,0,0,0
0.00382,0,0,0
0.00383,0,0,0
0.00384,0,0,0
0.00385,0,0,0
0.00386,0,0,0
0.00387,0,0,0
0.00388,0,0,0
0.00389,0,0,0
0.0039,0,0,0
0.00391,0,0,0
0.00392,0,0,0
0.00393,0,0,0
0.00394,0,0,0
0.00395,0,0,0
0.00396,0,0,0
0.00397,0,0,0
0.00398,0,0,0
0.00399,0,0,0
0.004,0,0,0
0.00401,0,0,0
0.00402,0,0,0
0.00403,0,0,0
0.00404,0,0,0
0.00405,4.60245014855,5.33406261396,1
0.00406,4.60245014855,5.33406261396,1
0.00407,4.60245014855,5.33406261396,1
0.00408,4.60245014855,5.33406261396,1
0.00409,4.60245014855,5.33406261396,1
0.0041,4.67979433179,5.45707259346,1
0.00411,4.67979433179,5.45707259346,1
0.00412,4.67979433179,5.45707259346,1
0.00413,4.67979433179,5.45707259346,1
0.00414,4.67979433179,5.45707259346,1
0.00415,4.75690756158,5.58048990389,1
0.00416,4.75690756158,5.58048990389,1
0.00417,4.75690756158,5.58048990389,1
0.00418,4.75690756158,5.58048990389,1
0.00419,4.75690756158,5.58048990389,1
0.0042,4.83376883951,5.70406678194,1
0.00421,4.83376883951,5.70406678194,1
0.00422,4.83376883951,5.70406678194,1
0.00423,4.83376883951,5.70406678194,1
0.00424,4.83376883951,5.70406678194,1
0.00425,4.91035437478,5.82758391328,1
0.00426,4.91035437478,5.82758391328,1
0.00427,4.91035437478,5.82758391328,1
0.00428,4.91035437478,5.82758391328,1
0.00429,4.91035437478,5.82758391328,1
0.0043,4.98663686328,5.95084674891,1
0.00431,4.98663686328,5.95084674891,1
0.00432,4.98663686328,5.95084674891,1
0.00433,4.98663686328,5.95084674891,1
0.00434,4.98663686328,5.95084674891,1
0.00435,5.06258543155,6.07368221872,1
0.00436,5.06258543155,6.07368221872,1
0.00437,5.06258543155,6.07368221872,1
0.00438,5.06258543155,6.07368221872,1
0.00439,5.06258543155,6.07368221872,1
0.0044,5.13816595538,6.1959359345,1
0.00441,5.13816595538,6.1959359345,1
0.00442,5.13816595538,6.1959359345,1
0.00443,5.13816595538,6.1959359345,1
0.00444,5.13816595538,6.1959359345,1
0.00445,5.21334156587,6.31746977288,1
0.00446,5.21334156587,6.31746977288,1
0.00447,5.21334156587,6.31746977288,1
0.00448,5.21334156587,6.31746977288,1
0.00449,5.21334156587,6.31746977288,1
0.0045,5.28807322546,6.43815978615,1
0.00451,5.28807322546,6.43815978615,1
0.00452,5.28807322546,6.43815978615,1
0.00453,5.28807322546,6.43815978615,1
0.00454,5.28807322546,6.43815978615,1
0.00455,5.36232030344,6.55789439222,1
0.00456,5.36232030344,6.55789439222,1
0.00457,5.36232030344,6.55789439222,1
0.00458,5.36232030344,6.55789439222,1
0.00459,5.36232030344,6.55789439222,1
0.0046,5.43604111097,6.67657280457,1
0.00461,5.43604111097,6.67657280457,1
0.00462,5.43604111097,6.67657280457,1
0.00463,5.43604111097,6.67657280457,1
0.00464,5.43604111097,6.67657280457,1
0.00465,5.50919337549,6.79410366974,1
0.00466,5.50919337549,6.79410366974,1
0.00467,5.50919337549,6.79410366974,1
0.00468,5.50919337549,6.79410366974,1
0.00469,5.50919337549,6.79410366974,1
0.0047,5.58173464688,6.91040388437,1
0.00471,5.58173464688,6.91040388437,1
0.00472,5.58173464688,6.91040388437,1
0.00473,5.58173464688,6.91040388437,1
0.00474,5.58173464688,6.91040388437,1
0.00475,5.6536226356,7.0253975683,1
0.00476,5.6536226356,7.0253975683,1
0.00477,5.6536226356,7.0253975683,1
0.00478,5.6536226356,7.0253975683,1
0.00479,5.6536226356,7.0253975683,1
0.0048,5.72481548688,7.13901517328,1
0.00481,5.72481548688,7.13901517328,1
0.00482,5.72481548688,7.13901517328,1
0.00483,5.72481548688,7.13901517328,1
0.00484,5.72481548688,7.13901517328,1
0.00485,5.79527199772,7.25119270968,1
0.00486,5.79527199772,7.25119270968,1
0.00487,5.79527199772,7.25119270968,1
0.00488,5.79527199772,7.25119270968,1
0.00489,5.79527199772,7.25119270968,1
0.0049,5.86495178403,7.36187107584,1
0.00491,5.86495178403,7.36187107584,1
0.00492,5.86495178403,7.36187107584,1
0.00493,5.86495178403,7.36187107584,1
0.00494,5.86495178403,7.36187107584,1
0.00495,5.93381540539,7.47099547675,1
0.00496,5.93381540539,7.47099547675,1
0.00497,5.93381540539,7.47099547675,1
0.00498,5.93381540539,7.47099547675,1
0.00499,5.93381540539,7.47099547675,1
0.005,6.00182445455,7.57851492045,1
0.00501,6.00182445455,7.57851492045,1
0.00502,6.00182445455,7.57851492045,1
0.00503,6.00182445455,7.57851492045,1
0.00504,6.00182445455,7.57851492045,1
0.00505,6.06894161797,7.68438178199,1
0.00506,6.06894161797,7.68438178199,1
0.00507,6.06894161797,7.68438178199,1
0.00508,6.06894161797,7.68438178199,1
0.00509,6.06894161797,7.68438178199,1
0.0051,6.13448427956,7.78795244743,1
0.00511,6.13448427956,7.78795244743,1
0.00512,6.13448427956,7.78795244743,1
0.00513,6.13448427956,7.78795244743,1
0.00514,6.13448427956,7.78795244743,1
0.00515,6.19235173772,7.88333290331,1
0.00516,6.19235173772,7.88333290331,1
0.00517,6.19235173772,7.88333290331,1
0.00518,6.19235173772,7.88333290331,1
0.00519,6.19235173772,7.88333290331,1
0.0052,6.24390502298,7.97138767639,1
0.00521,6.24390502298,7.97138767639,1
0.00522,6.24390502298,7.97138767639,1
0.00523,6.24390502298,7.97138767639,1
0.00524,6.24390502298,7.97138767639,1
0.00525,6.29022186717,8.05287819399,1
0.00526,6.29022186717,8.05287819399,1
0.00527,6.29022186717,8.05287819399,1
0.00528,6.29022186717,8.05287819399,1
0.00529,6.29022186717,8.05287819399,1
0.0053,6.33213903848,8.12844808025,1
0.00531,6.33213903848,8.12844808025,1
0.00532,6.33213903848,8.12844808025,1
0.00533,6.33213903848,8.12844808025,1
0.00534,6.33213903848,8.12844808025,1
0.00535,6.37031482044,8.19864546948,1
0.00536,6.37031482044,8.19864546948,1
0.00537,6.37031482044,8.19864546948,1
0.00538,6.37031482044,8.19864546948,1
0.00539,6.37031482044,8.19864546948,1
0.0054,6.40526940481,8.26393583192,1
0.00541,6.40526940481,8.26393583192,1
0.00542,6.40526940481,8.26393583192,1
0.00543,6.40526940481,8.26393583192,1
0.00544,6.40526940481,8.26393583192,1
0.00545,6.43741600176,8.32471425263,1
0.00546,6.43741600176,8.32471425263,1
0.00547,6.43741600176,8.32471425263,1
0.00548,6.43741600176,8.32471425263,1
0.00549,6.43741600176,8.32471425263,1
0.0055,6.46708408454,8.38131577766,1
0.00551,6.46708408454,8.38131577766,1
0.00552,6.46708408454,8.38131577766,1
0.00553,6.46708408454,8.38131577766,1
0.00554,6.46708408454,8.38131577766,1
0.00555,6.49453709717,8.43402434194,1
0.00556,6.49453709717,8.43402434194,1
0.00557,6.49453709717,8.43402434194,1
0.00558,6.49453709717,8.43402434194,1
0.00559,6.49453709717,8.43402434194,1
0.0056,6.51998603748,8.48308041577,1
0.00561,6.51998603748,8.48308041577,1
0.00562,6.51998603748,8.48308041577,1
0.00563,6.51998603748,8.48308041577,1
0.00564,6.51998603748,8.48308041577,1
0.00565,6.54359997341,8.52868755198,1
0.00566,6.54359997341,8.52868755198,1
0.00567,6.54359997341,8.52868755198,1
0.00568,6.54359997341,8.52868755198,1
0.00569,6.54359997341,8.52868755198,1
0.0057,6.56551425199,8.57101798347,1
0.00571,6.56551425199,8.57101798347,1
0.00572,6.56551425199,8.57101798347,1
0.00573,6.56551425199,8.57101798347,1
0.00574,6.56551425199,8.57101798347,1
0.00575,6.58583695814,8.61021740413,1
0.00576,6.58583695814,8.61021740413,1
0.00577,6.58583695814,8.61021740413,1
0.00578,6.58583695814,8.61021740413,1
0.00579,6.58583695814,8.61021740413,1
0.0058,6.60465403461,8.64640904857,1
0.00581,6.60465403461,8.64640904857,1
0.00582,6.60465403461,8.64640904857,1
0.00583,6.60465403461,8.64640904857,1
0.00584,6.60465403461,8.64640904857,1
0.00585,6.62203336915,8.67969717087,1
0.00586,6.62203336915,8.67969717087,1
0.00587,6.62203336915,8.67969717087,1
0.00588,6.62203336915,8.67969717087,1
0.00589,6.62203336915,8.67969717087,1
0.0059,6.6380280787,8.71017000902,1
0.00591,6.6380280787,8.71017000902,1
0.00592,6.6380280787,8.71017000902,1
0.00593,6.6380280787,8.71017000902,1
0.00594,6.6380280787,8.71017000902,1
0.00595,6.65267916432,8.73790230945,1
0.00596,6.65267916432,8.73790230945,1
0.00597,6.65267916432,8.73790230945,1
0.00598,6.65267916432,8.73790230945,1
0.00599,6.65267916432,8.73790230945,1
0.006,6.66601766928,8.76295747593,1
0.00601,6.66601766928,8.76295747593,1
0.00602,6.66601766928,8.76295747593,1
0.00603,6.66601766928,8.76295747593,1
0.00604,6.66601766928,8.76295747593,1
0.00605,6.67806644219,8.78538939791,1
0.00606,6.67806644219,8.78538939791,1
0.00607,6.67806644219,8.78538939791,1
0.00608,6.67806644219,8.78538939791,1
0.00609,6.67806644219,8.78538939791,1
0.0061,6.68884158378,8.80524400529,1
0.00611,6.68884158378,8.80524400529,1
0.00612,6.68884158378,8.80524400529,1
0.00613,6.68884158378,8.80524400529,1
0.00614,6.68884158378,8.80524400529,1
0.00615,6.69835363878,8.82256059012,1
0.00616,6.69835363878,8.82256059012,1
0.00617,6.69835363878,8.82256059012,1
0.00618,6.69835363878,8.82256059012,1
0.00619,6.69835363878,8.82256059012,1
0.0062,6.70660858127,8.83737292973,1
0.00621,6.70660858127,8.83737292973,1
0.00622,6.70660858127,8.83737292973,1
0.00623,6.70660858127,8.83737292973,1
0.00624,6.70660858127,8.83737292973,1
0.00625,6.71360863151,8.84971024069,1
0.00626,6.71360863151,8.84971024069,1
0.00627,6.71360863151,8.84971024069,1
0.00628,6.71360863151,8.84971024069,1
0.00629,6.71360863151,8.84971024069,1
0.0063,6.71935293477,8.85959798874,1
0.00631,6.71935293477,8.85959798874,1
0.00632,6.71935293477,8.85959798874,1
0.00633,6.71935293477,8.85959798874,1
0.00634,6.71935293477,8.85959798874,1
0.00635,6.72383812662,8.86705857623,1
0.00636,6.72383812662,8.86705857623,1
0.00637,6.72383812662,8.86705857623,1
0.00638,6.72383812662,8.86705857623,1
0.00639,6.72383812662,8.86705857623,1
0.0064,6.72705880419,8.87211192527,1
0.00641,6.72705880419,8.87211192527,1
0.00642,6.72705880419,8.87211192527,1
0.00643,6.72705880419,8.87211192527,1
0.00644,6.72705880419,8.87211192527,1
0.00645,6.72900791953,8.87477597213,1
0.00646,6.72900791953,8.87477597213,1
0.00647,6.72900791953,8.87477597213,1
0.00648,6.72900791953,8.87477597213,1
0.00649,6.72900791953,8.87477597213,1
0.0065,6.72967710804,8.87506708626,1
0.00651,6.72967710804,8.87506708626,1
0.00652,6.72967710804,8.87506708626,1
0.00653,6.72967710804,8.87506708626,1
0.00654,6.72967710804,8.87506708626,1
0.00655,6.72905696272,8.87300042516,1
0.00656,6.72905696272,8.87300042516,1
0.00657,6.72905696272,8.87300042516,1
0.00658,6.72905696272,8.87300042516,1
0.00659,6.72905696272,8.87300042516,1
0.0066,6.72713726292,8.86859023467,1
0.00661,6.72713726292,8.86859023467,1
0.00662,6.72713726292,8.86859023467,1
0.00663,6.72713726292,8.86859023467,1
0.00664,6.72713726292,8.86859023467,1
0.00665,6.72390716495,8.8618501029,1
0.00666,6.72390716495,8.8618501029,1
0.00667,6.72390716495,8.8618501029,1
0.00668,6.72390716495,8.8618501029,1
0.00669,6.72390716495,8.8618501029,1
0.0067,6.71935536061,8.85279317476,1
0.00671,6.71935536061,8.85279317476,1
0.00672,6.71935536061,8.85279317476,1
0.00673,6.71935536061,8.85279317476,1
0.00674,6.71935536061,8.85279317476,1
0.00675,6.71347020854,8.84143233302,1
0.00676,6.71347020854,8.84143233302,1
0.00677,6.71347020854,8.84143233302,1
0.00678,6.71347020854,8.84143233302,1
0.00679,6.71347020854,8.84143233302,1
0.0068,6.70623984266,8.82778035083,1
0.00681,6.70623984266,8.82778035083,1
0.00682,6.70623984266,8.82778035083,1
0.00683,6.70623984266,8.82778035083,1
0.00684,6.70623984266,8.82778035083,1
0.00685,6.69765226117,8.81185002008,1
0.00686,6.69765226117,8.81185002008,1
0.00687,6.69765226117,8.81185002008,1
0.00688,6.69765226117,8.81185002008,1
0.00689,6.69765226117,8.81185002008,1
0.0069,6.68769539901,8.79365425921,1
0.00691,6.68769539901,8.79365425921,1
0.00692,6.68769539901,8.79365425921,1
0.00693,6.68769539901,8.79365425921,1
0.00694,6.68769539901,8.79365425921,1
0.00695,6.6763571862,8.77320620353,1
0.00696,6.6763571862,8.77320620353,1
0.00697,6.6763571862,8.77320620353,1
0.00698,6.6763571862,8.77320620353,1
0.00699,6.6763571862,8.77320620353,1
0.007,6.66362559418,8.75051928072,1
0.00701,6.66362559418,8.75051928072,1
0.00702,6.66362559418,8.75051928072,1
0.00703,6.66362559418,8.75051928072,1
0.00704,6.66362559418,8.75051928072,1
0.00705,6.64948867181,8.72560727369,1
0.00706,6.64948867181,8.72560727369,1
0.00707,6.64948867181,8.72560727369,1
0.00708,6.64948867181,8.72560727369,1
0.00709,6.64948867181,8.72560727369,1
0.0071,6.63393457237,8.69848437273,1
0.00711,6.63393457237,8.69848437273,1
0.00712,6.63393457237,8.69848437273,1
0.00713,6.63393457237,8.69848437273,1
0.00714,6.63393457237,8.69848437273,1
0.00715,6.616951573,8.66916521859,1
0.00716,6.616951573,8.66916521859,1
0.00717,6.616951573,8.66916521859,1
0.00718,6.616951573,8.66916521859,1
0.00719,6.616951573,8.66916521859,1
0.0072,6.59852808722,8.6376649378,1
0.00721,6.59852808722,8.6376649378,1
0.00722,6.59852808722,8.6376649378,1
0.00723,6.59852808722,8.6376649378,1
0.00724,6.59852808722,8.6376649378,1
0.00725,6.5786526717,8.60399917143,1
0.00726,6.5786526717,8.60399917143,1
0.00727,6.5786526717,8.60399917143,1
0.00728,6.5786526717,8.60399917143,1
0.00729,6.5786526717,8.60399917143,1
0.0073,6.55731402766,8.56818409831,1
0.00731,6.55731402766,8.56818409831,1
0.00732,6.55731402766,8.56818409831,1
0.00733,6.55731402766,8.56818409831,1
0.00734,6.55731402766,8.56818409831,1
0.00735,6.53450099766,8.53023645346,1
0.00736,6.53450099766,8.53023645346,1
0.00737,6.53450099766,8.53023645346,1
0.00738,6.53450099766,8.53023645346,1
0.00739,6.53450099766,8.53023645346,1
0.0074,6.51020255805,8.49017354256,1
0.00741,6.51020255805,8.49017354256,1
0.00742,6.51020255805,8.49017354256,1
0.00743,6.51020255805,8.49017354256,1
0.00744,6.51020255805,8.49017354256,1
0.00745,6.48440780758,8.44801325298,1
0.00746,6.48440780758,8.44801325298,1
0.00747,6.48440780758,8.44801325298,1
0.00748,6.48440780758,8.44801325298,1
0.00749,6.48440780758,8.44801325298,1
0.0075,6.45710595222,8.40377406198,1
0.00751,6.45710595222,8.40377406198,1
0.00752,6.45710595222,8.40377406198,1
0.00753,6.45710595222,8.40377406198,1
0.00754,6.45710595222,8.40377406198,1
0.00755,6.42828628661,8.35747504239,1
0.00756,6.42828628661,8.35747504239,1
0.00757,6.42828628661,8.35747504239,1
0.00758,6.42828628661,8.35747504239,1
0.00759,6.42828628661,8.35747504239,1
0.0076,6.39793817205,8.30913586628,1
0.00761,6.39793817205,8.30913586628,1
0.00762,6.39793817205,8.30913586628,1
0.00763,6.39793817205,8.30913586628,1
0.00764,6.39793817205,8.30913586628,1
0.00765,6.36605101118,8.25877680689,1
0.00766,6.36605101118,8.25877680689,1
0.00767,6.36605101118,8.25877680689,1
0.00768,6.36605101118,8.25877680689,1
0.00769,6.36605101118,8.25877680689,1
0.0077,6.33261421937,8.20641873904,1
0.00771,6.33261421937,8.20641873904,1
0.00772,6.33261421937,8.20641873904,1
0.00773,6.33261421937,8.20641873904,1
0.00774,6.33261421937,8.20641873904,1
0.00775,6.29761719264,8.15208313837,1
0.00776,6.29761719264,8.15208313837,1
0.00777,6.29761719264,8.15208313837,1
0.00778,6.29761719264,8.15208313837,1
0.00779,6.29761719264,8.15208313837,1
0.0078,6.26104927211,8.09579207948,1
0.00781,6.26104927211,8.09579207948,1
0.00782,6.26104927211,8.09579207948,1
0.00783,6.26104927211,8.09579207948,1
0.00784,6.26104927211,8.09579207948,1
0.00785,6.22289970471,8.0375682333,1
0.00786,6.22289970471,8.0375682333,1
0.00787,6.22289970471,8.0375682333,1
0.00788,6.22289970471,8.0375682333,1
0.00789,6.22289970471,8.0375682333,1
0.0079,6.18315760005,7.97743486365,1
0.00791,6.18315760005,7.97743486365,1
0.00792,6.18315760005,7.97743486365,1
0.00793,6.18315760005,7.97743486365,1
0.00794,6.18315760005,7.97743486365,1
0.00795,6.14181188299,7.91541582334,1
0.00796,6.14181188299,7.91541582334,1
0.00797,6.14181188299,7.91541582334,1
0.00798,6.14181188299,7.91541582334,1
0.00799,6.14181188299,7.91541582334,1
0.008,6.09885124171,7.85153554966,1
0.00801,6.09885124171,7.85153554966,1
0.00802,6.09885124171,7.85153554966,1
0.00803,6.09885124171,7.85153554966,1
0.00804,6.09885124171,7.85153554966,1
0.00805,6.05426407078,7.78581905967,1
0.00806,6.05426407078,7.78581905967,1
0.00807,6.05426407078,7.78581905967,1
0.00808,6.05426407078,7.78581905967,1
0.00809,6.05426407078,7.78581905967,1
0.0081,6.00803840876,7.71829194509,1
0.00811,6.00803840876,7.71829194509,1
0.00812,6.00803840876,7.71829194509,1
0.00813,6.00803840876,7.71829194509,1
0.00814,6.00803840876,7.71829194509,1
0.00815,5.96016186973,7.64898036707,1
0.00816,5.96016186973,7.64898036707,1
0.00817,5.96016186973,7.64898036707,1
0.00818,5.96016186973,7.64898036707,1
0.00819,5.96016186973,7.64898036707,1
0.0082,5.91062156813,7.5779110508,1
0.00821,5.91062156813,7.5779110508,1
0.00822,5.91062156813,7.5779110508,1
0.00823,5.91062156813,7.5779110508,1
0.00824,5.91062156813,7.5779110508,1
0.00825,5.85940403608,7.50511128009,1
0.00826,5.85940403608,7.50511128009,1
0.00827,5.85940403608,7.50511128009,1
0.00828,5.85940403608,7.50511128009,1
0.00829,5.85940403608,7.50511128009,1
0.0083,5.80649513224,7.43060889197,1
0.00831,5.80649513224,7.43060889197,1
0.00832,5.80649513224,7.43060889197,1
0.00833,5.80649513224,7.43060889197,1
0.00834,5.80649513224,7.43060889197,1
0.00835,5.75187994123,7.35443227135,1
0.00836,5.75187994123,7.35443227135,1
0.00837,5.75187994123,7.35443227135,1
0.00838,5.75187994123,7.35443227135,1
0.00839,5.75187994123,7.35443227135,1
0.0084,5.69554266233,7.27661034582,1
0.00841,5.69554266233,7.27661034582,1
0.00842,5.69554266233,7.27661034582,1
0.00843,5.69554266233,7.27661034582,1
0.00844,5.69554266233,7.27661034582,1
0.00845,5.63746648604,7.19717258063,1
0.00846,5.63746648604,7.19717258063,1
0.00847,5.63746648604,7.19717258063,1
0.00848,5.63746648604,7.19717258063,1
0.00849,5.63746648604,7.19717258063,1
0.0085,5.57763345683,7.11614897397,1
0.00851,5.57763345683,7.11614897397,1
0.00852,5.57763345683,7.11614897397,1
0.00853,5.57763345683,7.11614897397,1
0.00854,5.57763345683,7.11614897397,1
0.00855,5.5160243201,7.0335700525,1
0.00856,5.5160243201,7.0335700525,1
0.00857,5.5160243201,7.0335700525,1
